"year","month","day","dep_time","sched_dep_time","dep_delay","arr_time","sched_arr_time","arr_delay","carrier","flight","tailnum","origin","dest","air_time","distance","hour","minute","time_hour"
2013,3,20,629,630,-1,917,919,-2,"US",654,"N655AW","JFK","PHX",311,2153,6,30,2013-03-20 06:00:00
2013,3,20,1046,859,107,1253,1111,102,"EV",4107,"N13958","EWR","CVG",104,569,8,59,2013-03-20 08:00:00
2013,3,20,1533,1540,-7,1700,1709,-9,"EV",3815,"N15572","EWR","BNA",123,748,15,40,2013-03-20 15:00:00
2013,3,20,1902,1900,2,2124,2131,-7,"DL",947,"N636DL","LGA","ATL",116,762,19,0,2013-03-20 19:00:00
2013,3,21,1123,1130,-7,1325,1346,-21,"EV",4235,"N24103","EWR","MCI",159,1092,11,30,2013-03-21 11:00:00
2013,3,21,1151,1154,-3,1417,1420,-3,"FL",347,"N915AT","LGA","ATL",112,762,11,54,2013-03-21 11:00:00
2013,3,21,1826,1835,-9,2036,2051,-15,"9E",4059,"N8800G","LGA","DAY",83,549,18,35,2013-03-21 18:00:00
2013,3,22,659,700,-1,1002,1009,-7,"DL",2003,"N914DE","LGA","MIA",159,1096,7,0,2013-03-22 07:00:00
2013,3,22,1057,1100,-3,1319,1331,-12,"DL",1647,"N617DL","LGA","ATL",110,762,11,0,2013-03-22 11:00:00
2013,3,22,1619,1600,19,1837,1828,9,"EV",4357,"N18114","EWR","MSY",178,1167,16,0,2013-03-22 16:00:00
2013,3,22,2053,2030,23,2216,2204,12,"FL",354,"N927AT","LGA","CAK",62,397,20,30,2013-03-22 20:00:00
2013,3,23,629,630,-1,919,919,0,"US",362,"N654AW","JFK","PHX",322,2153,6,30,2013-03-23 06:00:00
2013,3,23,751,755,-4,1122,1110,12,"AA",2267,"N3CRAA","LGA","MIA",154,1096,7,55,2013-03-23 07:00:00
2013,3,23,820,825,-5,1029,1026,3,"US",487,"N676AW","JFK","CLT",91,541,8,25,2013-03-23 08:00:00
2013,3,23,1807,1810,-3,2032,2028,4,"9E",3542,"N600LR","JFK","MSP",155,1029,18,10,2013-03-23 18:00:00
2013,3,24,1057,1105,-8,1358,1430,-32,"UA",642,"N510UA","JFK","SFO",339,2586,11,5,2013-03-24 11:00:00
2013,3,24,1813,1603,130,1926,1716,130,"EV",4539,"N15910","EWR","ORF",55,284,16,3,2013-03-24 16:00:00
2013,3,25,615,600,15,720,720,0,"WN",430,"N8303R","LGA","MDW",106,725,6,0,2013-03-25 06:00:00
2013,3,25,916,918,-2,1017,1025,-8,"B6",1004,"N806JB","JFK","BOS",34,187,9,18,2013-03-25 09:00:00
2013,3,25,1345,1345,0,1655,1705,-10,"AA",1073,"N3GPAA","LGA","MIA",160,1096,13,45,2013-03-25 13:00:00
2013,3,25,2055,1910,105,2336,2215,81,"AA",2075,"N4XMAA","EWR","DFW",201,1372,19,10,2013-03-25 19:00:00
2013,3,25,2125,1910,135,23,2228,115,"B6",87,"N559JB","JFK","SLC",271,1990,19,10,2013-03-25 19:00:00
2013,3,26,854,905,-11,1101,1115,-14,"MQ",4478,"N738MQ","LGA","DTW",87,502,9,5,2013-03-26 09:00:00
2013,3,26,925,930,-5,1039,1102,-23,"9E",3613,"N8964E","JFK","ROC",51,264,9,30,2013-03-26 09:00:00
2013,3,26,938,930,8,1152,1200,-8,"9E",4065,"N8623A","LGA","SDF",102,659,9,30,2013-03-26 09:00:00
2013,3,26,1715,1719,-4,1822,1857,-35,"UA",16,"N35407","EWR","ORD",107,719,17,19,2013-03-26 17:00:00
2013,3,27,856,900,-4,1125,1143,-18,"DL",1747,"N674DL","LGA","ATL",111,762,9,0,2013-03-27 09:00:00
2013,3,27,1152,1200,-8,1259,1305,-6,"US",2126,"N945UW","LGA","BOS",34,184,12,0,2013-03-27 12:00:00
2013,3,27,2007,2005,2,2212,2218,-6,"EV",4219,"N15980","EWR","IND",102,645,20,5,2013-03-27 20:00:00
2013,3,28,1622,1625,-3,1842,1855,-13,"MQ",4661,"N501MQ","LGA","ATL",104,762,16,25,2013-03-28 16:00:00
2013,3,29,818,700,78,1139,1008,91,"UA",1701,"N78524","EWR","FLL",162,1065,7,0,2013-03-29 07:00:00
2013,3,29,1156,1200,-4,1452,1511,-19,"DL",863,"N704X","JFK","LAX",330,2475,12,0,2013-03-29 12:00:00
2013,3,29,1534,1545,-11,1831,1907,-36,"DL",2098,"N980DL","LGA","MIA",152,1096,15,45,2013-03-29 15:00:00
2013,3,29,2207,2145,22,209,132,37,"B6",701,"N178JB","JFK","SJU",201,1598,21,45,2013-03-29 21:00:00
2013,3,30,1150,1139,11,1406,1404,2,"UA",1605,"N34455","EWR","DEN",234,1605,11,39,2013-03-30 11:00:00
2013,3,31,513,515,-2,814,814,0,"UA",258,"N822UA","EWR","IAH",208,1400,5,15,2013-03-31 05:00:00
2013,3,31,910,915,-5,1258,1316,-18,"DL",301,"N3758Y","JFK","SJU",208,1598,9,15,2013-03-31 09:00:00
2013,3,31,1447,1455,-8,1932,1719,NA,"B6",119,"N228JB","JFK","MSY",NA,1182,14,55,2013-03-31 14:00:00
2013,3,31,1645,1645,0,1937,2008,-31,"DL",1394,"N3761R","JFK","PDX",325,2454,16,45,2013-03-31 16:00:00
2013,3,31,1732,1730,2,2050,2049,1,"B6",359,"N651JB","JFK","BUR",358,2465,17,30,2013-03-31 17:00:00
2013,4,1,2049,2049,0,2347,2350,-3,"UA",794,"N534UA","EWR","FLL",151,1065,20,49,2013-04-01 20:00:00
2013,4,2,2101,2100,1,2342,2338,4,"B6",399,"N635JB","LGA","MCO",135,950,21,0,2013-04-02 21:00:00
2013,4,3,656,700,-4,1025,1044,-19,"DL",1865,"N713TW","JFK","SFO",362,2586,7,0,2013-04-03 07:00:00
2013,4,3,842,840,2,1000,1014,-14,"9E",3330,"N907XJ","JFK","DCA",44,213,8,40,2013-04-03 08:00:00
2013,4,3,1446,1438,8,1557,1555,2,"EV",4603,"N11191","EWR","IAD",54,212,14,38,2013-04-03 14:00:00
2013,4,4,1912,1729,103,2241,2105,96,"VX",193,"N530VA","EWR","SFO",355,2565,17,29,2013-04-04 17:00:00
2013,4,4,2027,2030,-3,2306,2315,-9,"B6",619,"N348JB","JFK","JAX",131,828,20,30,2013-04-04 20:00:00
2013,4,5,719,710,9,1002,1033,-31,"B6",671,"N793JB","JFK","LAX",319,2475,7,10,2013-04-05 07:00:00
2013,4,5,1157,1124,33,1246,1224,22,"EV",4693,"N13956","EWR","PVD",31,160,11,24,2013-04-05 11:00:00
2013,4,5,1555,1557,-2,1647,1720,-33,"UA",1116,"N33294","EWR","BOS",33,200,15,57,2013-04-05 15:00:00
2013,4,5,1855,1855,0,2225,2220,5,"DL",6,"N660DL","JFK","SLC",288,1990,18,55,2013-04-05 18:00:00
2013,4,6,1527,1540,-13,1706,1730,-24,"MQ",4447,"N720MQ","LGA","RDU",71,431,15,40,2013-04-06 15:00:00
2013,4,6,1953,1930,23,2101,2048,13,"EV",5714,"N833AS","JFK","IAD",43,228,19,30,2013-04-06 19:00:00
2013,4,7,2203,2100,63,2258,2210,48,"US",2144,"N951UW","LGA","BOS",39,184,21,0,2013-04-07 21:00:00
2013,4,7,2219,2225,-6,2313,2342,-29,"DL",2155,"N376NW","LGA","PWM",41,269,22,25,2013-04-07 22:00:00
2013,4,8,859,900,-1,1148,1215,-27,"AA",647,"N5EYAA","JFK","MIA",146,1089,9,0,2013-04-08 09:00:00
2013,4,8,1020,1029,-9,1202,1235,-33,"EV",5445,"N755EV","EWR","DTW",81,488,10,29,2013-04-08 10:00:00
2013,4,8,1625,1635,-10,1857,1856,1,"US",656,"N677AW","EWR","PHX",315,2133,16,35,2013-04-08 16:00:00
2013,4,8,1922,1929,-7,2121,2157,-36,"EV",5181,"N750EV","EWR","ATL",102,746,19,29,2013-04-08 19:00:00
2013,4,9,858,905,-7,1154,1216,-22,"UA",1170,"N37252","EWR","FLL",148,1065,9,5,2013-04-09 09:00:00
2013,4,9,1753,1535,138,1911,1650,141,"WN",142,"N610WN","EWR","MDW",114,711,15,35,2013-04-09 15:00:00
2013,4,10,849,850,-1,1229,1300,-31,"AA",1357,"N5FKAA","JFK","SJU",193,1598,8,50,2013-04-10 08:00:00
2013,4,10,1316,1310,6,1542,1554,-12,"UA",1641,"N29129","EWR","MCO",125,937,13,10,2013-04-10 13:00:00
2013,4,10,1642,1639,3,1935,1940,-5,"UA",1627,"N37434","EWR","PBI",150,1023,16,39,2013-04-10 16:00:00
2013,4,11,948,940,8,1227,1235,-8,"VX",251,"N634VA","JFK","LAS",313,2248,9,40,2013-04-11 09:00:00
2013,4,11,1118,1115,3,1338,1337,1,"UA",1604,"N14230","LGA","DEN",225,1620,11,15,2013-04-11 11:00:00
2013,4,11,1633,1629,4,1929,1939,-10,"AA",565,"N3BXAA","JFK","DFW",202,1391,16,29,2013-04-11 16:00:00
2013,4,12,2105,2050,15,2203,2221,-18,"B6",1020,"N597JB","JFK","BOS",34,187,20,50,2013-04-12 20:00:00
2013,4,12,2152,2105,47,51,2359,52,"UA",570,"N544UA","EWR","MCO",144,937,21,5,2013-04-12 21:00:00
2013,4,13,915,915,0,1213,1230,-17,"VX",161,"N628VA","EWR","LAX",339,2454,9,15,2013-04-13 09:00:00
2013,4,13,1541,1545,-4,1738,1745,-7,"MQ",4146,"N680MQ","JFK","CMH",82,483,15,45,2013-04-13 15:00:00
2013,4,14,1853,1837,16,2145,2132,13,"B6",711,"N527JB","JFK","LAS",325,2248,18,37,2013-04-14 18:00:00
2013,4,15,1023,1030,-7,1158,1210,-12,"AA",321,"N436AA","LGA","ORD",118,733,10,30,2013-04-15 10:00:00
2013,4,15,1152,1200,-8,1325,1338,-13,"UA",617,"N848UA","LGA","ORD",115,733,12,0,2013-04-15 12:00:00
2013,4,15,1235,1240,-5,1424,1434,-10,"DL",1697,"N319NB","EWR","DTW",79,488,12,40,2013-04-15 12:00:00
2013,4,15,1411,1415,-4,1548,1555,-7,"AA",337,"N4YJAA","LGA","ORD",131,733,14,15,2013-04-15 14:00:00
2013,4,16,454,500,-6,625,640,-15,"US",1219,"N189UW","EWR","CLT",76,529,5,0,2013-04-16 05:00:00
2013,4,16,820,825,-5,1054,1122,-28,"DL",1959,"N906DL","JFK","MCO",128,944,8,25,2013-04-16 08:00:00
2013,4,16,1624,1635,-11,1817,1850,-33,"DL",2231,"N363NW","LGA","DTW",84,502,16,35,2013-04-16 16:00:00
2013,4,17,749,750,-1,940,934,6,"EV",4099,"N14907","EWR","STL",150,872,7,50,2013-04-17 07:00:00
2013,4,17,800,800,0,1128,1135,-7,"AA",59,"N332AA","JFK","SFO",357,2586,8,0,2013-04-17 08:00:00
2013,4,18,748,749,-1,1151,1145,6,"UA",1653,"N87507","EWR","SJU",201,1608,7,49,2013-04-18 07:00:00
2013,4,18,1318,1242,36,1616,1528,48,"B6",991,"N599JB","JFK","PBI",140,1028,12,42,2013-04-18 12:00:00
2013,4,18,2221,2130,51,2335,2300,35,"MQ",4617,"N531MQ","LGA","RDU",64,431,21,30,2013-04-18 21:00:00
2013,4,19,1455,1459,-4,1708,1720,-12,"EV",5276,"N753EV","LGA","CHS",97,641,14,59,2013-04-19 14:00:00
2013,4,19,1959,2000,-1,2257,2259,-2,"UA",1685,"N35271","EWR","PBI",149,1023,20,0,2013-04-19 20:00:00
2013,4,19,2346,1845,301,248,2217,271,"B6",171,"N706JB","JFK","SMF",335,2521,18,45,2013-04-19 18:00:00
2013,4,20,705,705,0,957,949,8,"DL",2285,"N669DN","LGA","MCO",150,950,7,5,2013-04-20 07:00:00
2013,4,20,846,850,-4,1044,1025,19,"MQ",4406,"N822MQ","JFK","RDU",82,427,8,50,2013-04-20 08:00:00
2013,4,20,1125,610,315,1310,817,293,"DL",1919,"N998DL","LGA","MSP",142,1020,6,10,2013-04-20 06:00:00
2013,4,21,1357,1400,-3,1556,1555,1,"MQ",4577,"N519MQ","LGA","CLT",90,544,14,0,2013-04-21 14:00:00
2013,4,21,1454,1455,-1,1806,1820,-14,"AA",1769,"N390AA","JFK","MIA",161,1089,14,55,2013-04-21 14:00:00
2013,4,22,1640,1630,10,1807,1811,-4,"UA",586,"N801UA","EWR","CLE",70,404,16,30,2013-04-22 16:00:00
2013,4,22,1725,1729,-4,2039,2105,-26,"VX",193,"N530VA","EWR","SFO",356,2565,17,29,2013-04-22 17:00:00
2013,4,22,1858,1855,3,2137,2134,3,"DL",951,"N181DN","JFK","ATL",117,760,18,55,2013-04-22 18:00:00
2013,4,23,1226,1235,-9,1557,1552,5,"DL",1375,"N3742C","JFK","SLC",303,1990,12,35,2013-04-23 12:00:00
2013,4,23,1450,1442,8,1637,1646,-9,"EV",4335,"N16951","EWR","CVG",90,569,14,42,2013-04-23 14:00:00
2013,4,23,1614,1610,4,1750,1758,-8,"9E",3400,"N919XJ","JFK","MKE",125,745,16,10,2013-04-23 16:00:00
2013,4,23,1955,1952,3,2241,2247,-6,"UA",1168,"N87527","EWR","IAH",197,1400,19,52,2013-04-23 19:00:00
2013,4,24,622,625,-3,917,925,-8,"WN",1794,"N942WN","EWR","HOU",215,1411,6,25,2013-04-24 06:00:00
2013,4,24,1140,1151,-11,1414,1414,0,"FL",347,"N997AT","LGA","ATL",119,762,11,51,2013-04-24 11:00:00
2013,4,24,1539,1545,-6,1845,1851,-6,"DL",4,"N3733Z","JFK","MCO",129,944,15,45,2013-04-24 15:00:00
2013,4,24,2116,2050,26,2311,2221,50,"B6",1020,"N524JB","JFK","BOS",40,187,20,50,2013-04-24 20:00:00
2013,4,24,NA,2245,NA,NA,2359,NA,"B6",128,"N304JB","JFK","BTV",NA,266,22,45,2013-04-24 22:00:00
2013,4,25,1002,1000,2,1317,1311,6,"UA",1485,"N24211","EWR","FLL",160,1065,10,0,2013-04-25 10:00:00
2013,4,26,809,815,-6,1048,1045,3,"DL",914,"N337NW","LGA","DEN",238,1620,8,15,2013-04-26 08:00:00
2013,4,27,1603,1130,273,1910,1419,291,"DL",695,"N991DL","JFK","MCO",127,944,11,30,2013-04-27 11:00:00
2013,4,27,2038,2040,-2,2354,2355,-1,"B6",1069,"N284JB","JFK","AUS",223,1521,20,40,2013-04-27 20:00:00
2013,4,27,2048,2045,3,7,2353,14,"B6",629,"N258JB","JFK","HOU",221,1428,20,45,2013-04-27 20:00:00
2013,4,28,1355,1359,-4,1646,1629,17,"DL",2247,"N659DL","LGA","ATL",112,762,13,59,2013-04-28 13:00:00
2013,4,29,553,600,-7,858,854,4,"B6",507,"N607JB","EWR","FLL",150,1065,6,0,2013-04-29 06:00:00
2013,4,30,1747,1729,18,1939,1953,-14,"UA",792,"N504UA","EWR","LAS",275,2227,17,29,2013-04-30 17:00:00
2013,4,30,1757,1800,-3,1910,1950,-40,"AA",353,"N567AA","LGA","ORD",109,733,18,0,2013-04-30 18:00:00
2013,5,1,1717,1722,-5,1955,2024,-29,"UA",1437,"N37253","EWR","AUS",200,1504,17,22,2013-05-01 17:00:00
2013,5,2,625,627,-2,846,900,-14,"B6",203,"N583JB","JFK","LAS",297,2248,6,27,2013-05-02 06:00:00
2013,5,2,654,655,-1,944,935,9,"AA",1815,"N5CDAA","JFK","MCO",127,944,6,55,2013-05-02 06:00:00
2013,5,2,1059,1059,0,1312,1329,-17,"DL",1647,"N6710E","LGA","ATL",113,762,10,59,2013-05-02 10:00:00
2013,5,2,1250,1300,-10,1346,1410,-24,"US",2175,"N704US","LGA","DCA",43,214,13,0,2013-05-02 13:00:00
2013,5,2,1927,1935,-8,2151,2155,-4,"9E",3798,"N8604C","JFK","CLT",85,541,19,35,2013-05-02 19:00:00
2013,5,2,1936,1919,17,2213,2220,-7,"B6",155,"N527JB","JFK","MCO",127,944,19,19,2013-05-02 19:00:00
2013,5,3,647,655,-8,835,920,-45,"UA",323,"N523UA","LGA","DEN",200,1620,6,55,2013-05-03 06:00:00
2013,5,4,1234,1235,-1,1459,1520,-21,"AA",1179,"N584AA","EWR","DFW",175,1372,12,35,2013-05-04 12:00:00
2013,5,4,1455,1430,25,1559,1551,8,"EV",5699,"N835AS","LGA","IAD",44,229,14,30,2013-05-04 14:00:00
2013,5,5,1028,1035,-7,1253,1235,18,"MQ",4589,"N5PBMQ","LGA","DTW",73,502,10,35,2013-05-05 10:00:00
2013,5,6,713,710,3,819,840,-21,"WN",1171,"N7732A","EWR","BNA",108,748,7,10,2013-05-06 07:00:00
2013,5,6,759,800,-1,1002,1025,-23,"UA",733,"N570UA","LGA","DEN",205,1620,8,0,2013-05-06 08:00:00
2013,5,6,839,834,5,1031,1050,-19,"EV",5679,"N14186","EWR","XNA",142,1131,8,34,2013-05-06 08:00:00
2013,5,6,2150,2159,-9,2252,2313,-21,"EV",3813,"N16541","EWR","BTV",43,266,21,59,2013-05-06 21:00:00
2013,5,7,637,640,-3,821,851,-30,"EV",4122,"N13958","EWR","SDF",91,642,6,40,2013-05-07 06:00:00
2013,5,7,814,819,-5,1159,1210,-11,"B6",717,"N796JB","JFK","SJU",203,1598,8,19,2013-05-07 08:00:00
2013,5,7,1605,1600,5,1809,1846,-37,"DL",1621,"N382DA","JFK","DEN",212,1626,16,0,2013-05-07 16:00:00
2013,5,7,2155,2125,30,2242,2235,7,"MQ",4660,"N5PBMQ","LGA","BNA",95,764,21,25,2013-05-07 21:00:00
2013,5,8,621,630,-9,726,805,-39,"AA",303,"N437AA","LGA","ORD",103,733,6,30,2013-05-08 06:00:00
2013,5,8,734,740,-6,942,1017,-35,"B6",203,"N655JB","JFK","LAS",281,2248,7,40,2013-05-08 07:00:00
2013,5,8,950,945,5,1120,1120,0,"WN",1720,"N965WN","LGA","MKE",101,738,9,45,2013-05-08 09:00:00
2013,5,10,1457,1459,-2,1718,1732,-14,"DL",2347,"N618DL","LGA","ATL",107,762,14,59,2013-05-10 14:00:00
2013,5,10,1622,1625,-3,1837,1834,3,"EV",4571,"N12569","EWR","SAV",111,708,16,25,2013-05-10 16:00:00
2013,5,11,633,630,3,755,815,-20,"WN",1404,"N8313F","LGA","STL",129,888,6,30,2013-05-11 06:00:00
2013,5,11,1436,1445,-9,1641,1647,-6,"DL",1231,"N335NB","LGA","DTW",86,502,14,45,2013-05-11 14:00:00
2013,5,11,1757,1735,22,1958,1924,34,"US",449,"N661AW","EWR","CLT",92,529,17,35,2013-05-11 17:00:00
2013,5,12,1440,1445,-5,1547,1612,-25,"9E",3404,"N912XJ","JFK","BOS",37,187,14,45,2013-05-12 14:00:00
2013,5,12,1455,1500,-5,1752,1800,-8,"AA",883,"N467AA","EWR","DFW",209,1372,15,0,2013-05-12 15:00:00
2013,5,12,1536,1538,-2,1845,1856,-11,"B6",133,"N638JB","JFK","RSW",164,1074,15,38,2013-05-12 15:00:00
2013,5,12,NA,1400,NA,NA,1513,NA,"US",2177,NA,"LGA","DCA",NA,214,14,0,2013-05-12 14:00:00
2013,5,13,749,750,-1,1157,1155,2,"AA",655,"N5EXAA","JFK","STT",209,1623,7,50,2013-05-13 07:00:00
2013,5,13,916,918,-2,1205,1204,1,"B6",183,"N595JB","JFK","MCO",151,944,9,18,2013-05-13 09:00:00
2013,5,13,1600,1608,-8,1736,1815,-39,"9E",3412,"N907XJ","JFK","RDU",77,427,16,8,2013-05-13 16:00:00
2013,5,14,625,630,-5,858,916,-18,"UA",388,"N571UA","LGA","IAH",191,1416,6,30,2013-05-14 06:00:00
2013,5,14,759,805,-6,1036,1102,-26,"DL",1109,"N915DL","LGA","TPA",132,1010,8,5,2013-05-14 08:00:00
2013,5,14,1737,1730,7,1920,1935,-15,"DL",2331,"N329NW","LGA","DTW",81,502,17,30,2013-05-14 17:00:00
2013,5,15,645,655,-10,845,920,-35,"UA",437,"N592UA","LGA","DEN",216,1620,6,55,2013-05-15 06:00:00
2013,5,15,1050,1055,-5,1343,1403,-20,"DL",1275,"N387DA","JFK","SLC",264,1990,10,55,2013-05-15 10:00:00
2013,5,15,1359,1359,0,1618,1630,-12,"DL",2247,"N672DL","LGA","ATL",107,762,13,59,2013-05-15 13:00:00
2013,5,15,2122,2125,-3,2229,2235,-6,"MQ",4660,"N535MQ","LGA","BNA",105,764,21,25,2013-05-15 21:00:00
2013,5,16,1246,1250,-4,1443,1454,-11,"DL",1131,"N348NB","LGA","DTW",94,502,12,50,2013-05-16 12:00:00
2013,5,16,1440,1430,10,1633,1627,6,"EV",4975,"N709EV","EWR","MSP",158,1008,14,30,2013-05-16 14:00:00
2013,5,16,1828,1730,58,1958,1904,54,"B6",38,"N334JB","JFK","ROC",55,264,17,30,2013-05-16 17:00:00
2013,5,17,852,900,-8,1016,1019,-3,"US",2120,"N963UW","LGA","BOS",39,184,9,0,2013-05-17 09:00:00
2013,5,17,1020,1030,-10,1202,1230,-28,"EV",4398,"N24128","EWR","DSM",143,1017,10,30,2013-05-17 10:00:00
2013,5,17,1614,1521,53,1759,1705,54,"EV",4596,"N21197","EWR","STL",143,872,15,21,2013-05-17 15:00:00
2013,5,18,949,955,-6,1115,1140,-25,"AA",319,"N539AA","LGA","ORD",110,733,9,55,2013-05-18 09:00:00
2013,5,18,1148,1155,-7,1300,1310,-10,"MQ",4425,"N804MQ","JFK","DCA",51,213,11,55,2013-05-18 11:00:00
2013,5,18,1414,1415,-1,1521,1535,-14,"EV",5712,"N825AS","JFK","IAD",42,228,14,15,2013-05-18 14:00:00
2013,5,18,1447,1450,-3,1631,1646,-15,"EV",4086,"N14180","EWR","CHS",85,628,14,50,2013-05-18 14:00:00
2013,5,19,1314,1230,44,1412,1343,29,"UA",745,"N847UA","EWR","BOS",44,200,12,30,2013-05-19 12:00:00
2013,5,19,1403,1400,3,1526,1513,13,"US",2177,"N765US","LGA","DCA",46,214,14,0,2013-05-19 14:00:00
2013,5,20,753,800,-7,955,958,-3,"B6",1273,"N229JB","JFK","CHS",90,636,8,0,2013-05-20 08:00:00
2013,5,20,856,900,-4,1124,1128,-4,"EV",4388,"N14950","EWR","JAX",116,820,9,0,2013-05-20 09:00:00
2013,5,21,546,550,-4,846,845,1,"UA",1077,"N16703","EWR","MIA",164,1085,5,50,2013-05-21 05:00:00
2013,5,21,609,615,-6,916,915,1,"AA",1895,"N3GDAA","EWR","MIA",171,1085,6,15,2013-05-21 06:00:00
2013,5,21,814,815,-1,939,941,-2,"EV",3848,"N14904","EWR","ORF",49,284,8,15,2013-05-21 08:00:00
2013,5,21,931,930,1,1255,1305,-10,"UA",1281,"N17229","EWR","SFO",337,2565,9,30,2013-05-21 09:00:00
2013,5,21,1600,1600,0,1801,1720,41,"AA",854,"N3FJAA","JFK","BOS",76,187,16,0,2013-05-21 16:00:00
2013,5,22,827,830,-3,1044,1049,-5,"DL",27,"N308DE","JFK","ATL",107,760,8,30,2013-05-22 08:00:00
2013,5,22,1900,1855,5,2047,2041,6,"EV",5562,"N722EV","LGA","BGR",55,378,18,55,2013-05-22 18:00:00
2013,5,23,723,725,-2,937,1015,-38,"AS",21,"N549AS","EWR","SEA",295,2402,7,25,2013-05-23 07:00:00
2013,5,23,2129,1805,204,3,2107,176,"UA",1523,"N27733","EWR","DFW",189,1372,18,5,2013-05-23 18:00:00
2013,5,23,NA,1003,NA,NA,1212,NA,"EV",4529,"N14993","EWR","SAV",NA,708,10,3,2013-05-23 10:00:00
2013,5,24,1053,1030,23,1346,1322,24,"UA",430,"N570UA","LGA","IAH",197,1416,10,30,2013-05-24 10:00:00
2013,5,24,1514,1515,-1,1814,1806,8,"DL",2181,"N971DL","LGA","MCO",140,950,15,15,2013-05-24 15:00:00
2013,5,24,2223,2159,24,2317,2326,-9,"UA",424,"N461UA","EWR","BOS",36,200,21,59,2013-05-24 21:00:00
2013,5,25,1844,1815,29,2047,2039,8,"9E",3691,"N8883E","JFK","CHS",85,636,18,15,2013-05-25 18:00:00
2013,5,26,724,730,-6,1041,1128,-47,"B6",215,"N629JB","EWR","SJU",182,1608,7,30,2013-05-26 07:00:00
2013,5,26,1332,1335,-3,1617,1641,-24,"DL",930,"N325US","LGA","FLL",141,1076,13,35,2013-05-26 13:00:00
2013,5,26,1353,1400,-7,1453,1512,-19,"US",2177,"N949UW","LGA","DCA",44,214,14,0,2013-05-26 14:00:00
2013,5,26,1413,1359,14,1525,1515,10,"EV",4633,"N14952","EWR","BTV",51,266,13,59,2013-05-26 13:00:00
2013,5,27,626,629,-3,849,905,-16,"UA",1195,"N26210","EWR","PHX",302,2133,6,29,2013-05-27 06:00:00
2013,5,27,747,755,-8,849,910,-21,"MQ",4418,"N804MQ","JFK","DCA",46,213,7,55,2013-05-27 07:00:00
2013,5,27,830,840,-10,939,1012,-33,"9E",3300,"N921XJ","JFK","DCA",39,213,8,40,2013-05-27 08:00:00
2013,5,27,1752,1805,-13,1905,1936,-31,"EV",4689,"N11544","EWR","BNA",103,748,18,5,2013-05-27 18:00:00
2013,5,28,752,758,-6,924,948,-24,"EV",3266,"N15572","EWR","RDU",65,416,7,58,2013-05-28 07:00:00
2013,5,28,1124,1129,-5,1347,1405,-18,"UA",1605,"N16217","EWR","LAS",306,2227,11,29,2013-05-28 11:00:00
2013,5,28,1603,1521,42,1732,1705,27,"EV",4596,"N26545","EWR","STL",129,872,15,21,2013-05-28 15:00:00
2013,5,28,1726,1715,11,1851,1829,22,"B6",1176,"N323JB","EWR","BOS",37,200,17,15,2013-05-28 17:00:00
2013,5,28,1753,1755,-2,1918,1930,-12,"WN",3962,"N442WN","LGA","MDW",107,725,17,55,2013-05-28 17:00:00
2013,5,29,852,900,-8,1009,1016,-7,"US",2120,"N944UW","LGA","BOS",45,184,9,0,2013-05-29 09:00:00
2013,5,29,1333,1338,-5,1444,1459,-15,"B6",36,"N228JB","JFK","ROC",50,264,13,38,2013-05-29 13:00:00
2013,5,30,1252,1300,-8,1346,1409,-23,"US",2128,"N963UW","LGA","BOS",38,184,13,0,2013-05-30 13:00:00
2013,5,31,608,615,-7,741,808,-27,"US",1447,"N747UW","JFK","CLT",70,541,6,15,2013-05-31 06:00:00
2013,5,31,820,825,-5,1010,1017,-7,"US",1831,"N182UW","JFK","CLT",75,541,8,25,2013-05-31 08:00:00
2013,5,31,913,918,-5,1136,1204,-28,"B6",183,"N608JB","JFK","MCO",123,944,9,18,2013-05-31 09:00:00
2013,5,31,957,1000,-3,1254,1329,-35,"DL",1765,"N727TW","JFK","SFO",333,2586,10,0,2013-05-31 10:00:00
2013,5,31,1426,1432,-6,1652,1720,-28,"UA",315,"N841UA","EWR","TPA",130,997,14,32,2013-05-31 14:00:00
2013,5,31,1800,1759,1,2048,2049,-1,"B6",391,"N657JB","LGA","MCO",123,950,17,59,2013-05-31 17:00:00
2013,6,1,1658,1700,-2,2016,2025,-9,"AA",181,"N327AA","JFK","LAX",323,2475,17,0,2013-06-01 17:00:00
2013,6,2,515,500,15,649,640,9,"US",1431,"N565UW","EWR","CLT",76,529,5,0,2013-06-02 05:00:00
2013,6,2,635,640,-5,1021,1040,-19,"AA",413,"N3ANAA","JFK","SJU",195,1598,6,40,2013-06-02 06:00:00
2013,6,2,915,925,-10,1225,1235,-10,"AA",1097,"N520AA","LGA","DFW",195,1389,9,25,2013-06-02 09:00:00
2013,6,2,1147,1200,-13,1301,1309,-8,"US",2126,"N950UW","LGA","BOS",41,184,12,0,2013-06-02 12:00:00
2013,6,2,1258,1250,8,1455,1454,1,"DL",1131,"N343NB","LGA","DTW",77,502,12,50,2013-06-02 12:00:00
2013,6,2,1506,1459,7,1620,1635,-15,"9E",3393,"N602LR","JFK","DCA",47,213,14,59,2013-06-02 14:00:00
2013,6,2,1831,1730,61,2019,1935,44,"DL",2331,"N349NW","LGA","DTW",81,502,17,30,2013-06-02 17:00:00
2013,6,3,612,615,-3,858,915,-17,"AA",1895,"N3CEAA","EWR","MIA",145,1085,6,15,2013-06-03 06:00:00
